ILN	ELN	Name der Einrichtung	ISIL
2034	TURTHR	Hochschulbibliothek Reutlingen der Pädagogischen Hochschule Ludwigsburg und der Fachhochschule Reutlingen	DE-Rt2
2035	SPHV	Deutsche Universität für Verwaltungswissenschaften Speyer	DE-Sp3
2036	S1EO	Landeskirchliche Zentralbibliothek Stuttgart 	DE-Stg117
2037	KNWEPH	PH Weingarten - Hochschulbibliothek	DE-747
2038	S2SGPH	Pädagogische Hochschule Schwäbisch Gmünd	DE-752
2039	HDBSPH	Bibliothek der Pädagogischen Hochschule Heidelberg	DE-He76
2040	S1IA	Institut für Auslandsbeziehungen Stuttgart	DE-212
2041	FR085	Max-Planck-Institut zur Erforschung von Kriminalität, Sicherheit und Recht - Bibliothek -	DE-Frei85
2042	G100	Goethe-Institut Zentrale München	DE-M504
2042	G103	Goethe-Institut Sydney	
2042	G105	Goethe-Institut Amsterdam	
2042	G108	Goethe-Institut Rotterdam	
2042	G111	Goethe-Institut Porto Alegre	
2042	G112	Goethe-Institut Rio de Janeiro	
2042	G113	Goethe-Institut Salvador-Bahia	
2042	G114	Goethe-Institut São Paulo	
2042	G117	Goethe-Institut Lyon	
2042	G119	Goethe-Institut Nancy	
2042	G120	Goethe-Institut Paris	
2042	G122	Goethe-Institut Dublin	
2042	G123	Goethe-Institut Glasgow	
2042	G124	Goethe-Institut London	
2042	G125	Goethe-Institut Jereman	
2042	G127	Goethe-Institut Erbil	
2042	G128	Goethe-Institut Caracas	
2042	G131	Goethe-Institut La Paz	
2042	G132	Goethe-Institut Lima	
2042	G133	Goethe-Institut Mexiko	
2042	G134	Goethe-Institut Berlin	
2042	G135	Goethe-Institut Buenos Aires	
2042	G136	Goethe-Institut Córdoba	
2042	G138	Goethe-Institut Montevideo	
2042	G139	Goethe-Institut Santiago de Chile	
2042	G141	Goethe-Institut Mailand	
2042	G146	Goethe-Institut Turin	
2042	G147	Goethe-Institut Belgrad	
2042	G148	Goethe-Institut Bratislava	
2042	G149	Goethe-Institut Budapest	
2042	G150	Goethe-Institut Bukarest	
2042	G151	Goethe-Institut Krakau	
2042	G152	Goethe-Institut Prag	
2042	G153	Goethe-Institut Sofia	
2042	G154	Goethe-Institut Warschau	
2042	G155	Goethe-Institut Zagreb	
2042	G156	Goethe-Institut Alexandria	
2042	G157	Goethe-Institut Amman	
2042	G158	Goethe-Institut Libanon	
2042	G159	Goethe-Institut Damaskus	
2042	G160	Goethe-Institut Kairo	
2042	G164	Goethe-Institut Ougadougou	
2042	G166	Goethe-Institut Kopenhagen	
2042	G169	Goethe-Institut Riga	
2042	G170	Goethe-Institut Stockholm	
2042	G174	Goethe-Institut Johannesburg	
2042	G175	Goethe-Institut Nairobi	
2042	G176	Goethe-Institut Almaty	
2042	G177	Goethe-Instiut Kiew	
2042	G178	Goethe-Institut Minsk	
2042	G179	Goethe-Institut Moskau	
2042	G180	Goethe-Institut St. Petersburg	
2042	G181	Goethe-Institut Tbilissi	
2042	G182	Goethe-Institut Ankara	
2042	G183	Goethe-Institut Athen	
2042	G184	Goethe-Institut Taschkent	
2042	G185	Goethe-Institut Istanbul	
2042	G186	Goethe-Institut Izmir	
2042	G187	Goethe-Institut Tallinn	
2042	G189	Goethe-Institut Ramallah	
2042	G190	Goethe-Institut Tel Aviv	
2042	G191	Goethe-Institut Thessaloniki	
2042	G192	Goethe-Institut Hongkong	
2042	G193	Goethe-Institut Kyoto	
2042	G195	Goethe-Institut Seoul	
2042	G196	Goethe-Institut Taipei	
2042	G197	Goethe-Institut Tokyo	
2042	G198	Goethe-Institut Bandung	
2042	G199	Goethe-Institut Bangkok	
2042	G200	Goethe-Institut Jakarta	
2042	G201	Goethe-Institut Hanoi	
2042	G202	Goethe-Institut Peking	
2042	G203	Goethe-Institut Manila	
2042	G204	Goethe-Institut Singapur	
2042	G205	Goethe-Institut Max Müller Bhavan Bangalore	
2042	G206	Goethe-Institut Max Müller Bhavan Mumbai	
2042	G207	Goethe-Institut Colombo	
2042	G208	Goethe-Institut Dhaka	
2042	G210	Goethe-Institut Max Müller Bhavan Kolkata	
2042	G211	Goethe-Institut Karachi	
2042	G214	Goethe-Institut Max Müller Bhavan Chennai	
2042	G215	Goethe-Institut New Delhi	
2042	G216	Goethe-Institut Max Müller Bhavan Pune	
2042	G224	Goethe-Institut Montréal	
2042	G225	Goethe-Institut New York	
2042	G229	Goethe-Institut Toronto	
2042	G232	Goethe-Institut Abidjan	
2042	G233	Goethe-Institut Accra	
2042	G235	Goethe-Institut Lagos	
2042	G236	Goethe-Institut Lomé	
2042	G237	Goethe-Institut Yaoundé	
2042	G238	Goethe-Institut Barcelona	
2042	G240	Goethe-Institut Lissabon	
2042	G241	Goethe-Institut Madrid	
2042	G243	Goethe-Institut Rabat	
2042	G244	Goethe-Institut Casablanca	
2042	G245	Goethe-Institut Kabul	
2042	G246	Goethe-Institut Algier	
2042	G247	Goethe-Institut Sarajevo	
2042	G248	Goethe-Institut Minsk: Bücherbus	
2042	G249	Goethe-Institut Dakar	
2042	G250	Goethe-Institut Moskau / Bibliothek für Deutschlehrer	
2042	G251	Goethe-Institut Bogotá	
2042	G252	Goethe-Institut Khartum	
2042	G254	Goethe-Institut Namibia, Bibliothek	
2042	G255	Goethe-Institut Malaysia, Bibliothek	
2042	G256	Goethe-Institut Myanmar	
2042	G373	Goethe-Institut Addis Abeba	
2042	GAAG	Goethe-Institute: Deutschland auf dem angloamerikanischen Buchmarkt	
2043	S2MADL	Deutsches Literaturarchiv Marbach	DE-Mar1
2044	KAPH	Hochschulbibliothek Karlsruhe	DE-751
2045	C1MIFH	Hochschule Mittweida	DE-Mit1
2046	N1GN	Bibliothek des Germanischen Nationalmuseums Nürnberg (Testbetrieb)	DE-N1
2047	FRLORE	Wissenschaftliche Regionalbibliothek Lörrach	DE-924
2048	C1ZWFH	Westsächsische Hochschule Zwickau (FH)	DE-Zwi2
2049	FR026	Bibliothek des Deutschen Caritasverbandes	DE-Frei26
2050	DDZIFH	Hochschule Zittau/Görlitz (FH)	DE-Zi4
2051	L1BV	Bundesverwaltungsgericht	DE-B791
2055	HDBSFC	Hochschule Heilbronn, Campus am Europaplatz	DE-840-3
2055	HDBSFH	Hochschulbibliothek Heilbronn	DE-840
2055	HDBSFK	Hochschulbibliothek Heilbronn, Standort Künzelsau	DE-840-1
2055	HDBSFS	Hochschulbibliothek Heilbronn, Campus Schwäbisch Hall	DE-840-2
2056	ITRDHI	Deutsches Historisches Institut in Rom (DHI Rom)	DE-2491
2057	L1FH	Hochschule für Technik, Wirtschaft und Kultur Leipzig  	DE-L189
2058	S1EOSB	Evangelischer Oberkirchenrat, sonstige Bibliotheken	
2058	S1EOHA	Henri-Arnaud-Haus	
2059	KNFH	Fachhochschule Konstanz	DE-Kon4
2060	S2LBDF	Deutsch-Französisches Institut Ludwigsburg	DE-Lg3
2061	DDFHTW	Hochschule für Technik und Wirtschaft	DE-520
2062	HHMPPR	MPI für Ausländisches und Internationales Privatrecht, Hamburg	DE-B212
2063	KAPFFW	Hochschulbibliothek Pforzheim - Bereichsbibliothek Wirtschaft + Technik	DE-951
2064	MAFHTE	Hochschule Mannheim, Hochschulbibiliothek	DE-953
2065	S1FHDR	Stuttgart, Hochschule der Medien - Bibliothek Standort Nobelstraße	DE-958
2066	MALMTA	Technoseum - Landesmuseum für Technik und Arbeit	DE-Mh34
2067	TUAUES	Evangelisches Stift Tübingen	DE-Tue69
2068	FRFTFH	Hochschule Furtwangen, Hochschule für Technik und Wirtschaft	DE-Fn1
2068	FRFTTU	Hochschule Furtwangen, Campus Tuttlingen, Bibliothek	DE-Fn1-TUT
2068	FRFTVS	Hochschule Furtwangen, Campus Schwenningen, Bibliothek	DE-Fn1-VS
2069	S1EOHB	Evangelischer Oberkirchenrat, Haus Birkach	DE-Stg257
2069	S1EOUM	Evangelischer Oberkirchenrat, Haus Birkach, Unterrichtsmodelldatei	
2070	S1TRMH	Staatliche Hochschule für Musik Trossingen	DE-Trs1
2072	L1SB	Leipziger Städtische Bibliotheken	DE-197
2073	C1SB	Stadtbibliothek Chemnitz	DE-59
2074	B1BR	Bundesrat, Bibliothek	DE-Bo151
2075	TUKRIM	KrimDOK - Kriminologische Bibliographie	
2081	KALK	EHZ-Bibliothek, Standort Karlsruhe	DE-Ka13
2082	DDSK	Staatliche Kunstsammlungen Dresden	DE-D13
2083	TURODB	Diözesanbibliothek der Diözese Rottenburg-Stuttgart	DE-Rot2
2084	KAKU	Staatliche Kunsthalle Karlsruhe	DE-Ka23
2085	MA0402	Universität Mannheim, Mannheimer Zentrum für Europäische Sozialforschung	DE-180-4-2
2086	MAHMHM	Staatliche Hochschule für Musik und Darstellende Kunst Mannheim	DE-Mh31
2087	KNUELS	Leopold-Sophien-Bibliothek Überlingen	DE-159
2088	FR003C	Universität Freiburg, Mathematisches Forschungsinstitut Oberwolfach	DE-Frei3c
2089	DDHB	Hochschule für Bildende Künste	DE-540
2091	KNUBBD	Universitätsbibliothek Konstanz, Euregio-Bodensee-Datenbank	
2092	DDMV	Staatliche Ethnograph. Sammlungen Sachsen,  Museum für Völkerkunde Dresden	DE-D40
2092	L1MV	Staatliche Ethnograph. Sammlungen Sachsen,  Museum für Völkerkunde zu Leipzig	DE-L228
2093	MAIS	Mannheim,  Institut für Deutsche Sprache (IDS)	DE-Mh39
2094	L1BC	Bach-Archiv Leipzig	DE-L326
2095	S1A113	Max-Planck-Institute Stuttgart / Bibliothek	DE-Stg113
2096	KSDA	Kassel, documenta Archiv für die Kunst des 20. und 21. Jahrhunderts, Bibliothek	DE-Ks17
2097	L1GB	Hochschule für Grafik und Buchkunst, Leipzig	DE-L242
2098	FR050	Hochschule für Musik Freiburg	DE-Frei50
2099	FRKEFH	Hochschule für öffentliche Verwaltung Kehl	DE-Kh1
2100	KNWB	Wessenberg-Bibliothek	DE-146
2101	DDST	Sächsisches Staatsarchiv, Hauptstaatsarchiv Dresden	DE-D271
2102	C1SI	Sächsisches Industriemuseum Chemnitz, Bibliothek	DE-Ch103
2103	S1GW	Stuttgart, Akademie für gesprochenes Wort	DE-Stg280
2104	S2HLSO	Schriftgut-Archiv-Ostwürttemberg	DE-Heu1
2105	KNVSFH	Hochschule für Polizei Villingen-Schwenningen	DE-1019
2106	S1BA	Duale Hochschule Baden-Württemberg Stuttgart	DE-Stg259
2107	FR160	Evangelische Hochschule Freiburg, Staatlich anerkannte Hochschule der Evangelischen Landeskirche in Baden - Hochschulbibliothek - 	DE-Frei160
2108	TUALFA	Hochschule Albstadt-Sigmaringen, Bibliothek Albstadt	DE-991a
2108	TUSIFA	Hochschule Albstadt-Sigmaringen, Bibliothek Sigmaringen	DE-991
2109	KAKM	Zentrum für Kunst und Medien Karlsruhe Staatliche Hochschule für Gestaltung - Bibliothek -	DE-Ka88
2110	DDKF	Helmholtz-Zentrum Dresden-Rossendorf e. V.	DE-D120
2111	S2AAFH	Hochschule Aalen	DE-944
2112	S1FHTE	Hochschule für Technik Stuttgart	DE-1033
2113	S2ESGP	Hochschule Esslingen, Standort Göppingen	DE-972
2113	S2ESSF	Hochschule Esslingen, Hochschulbibliothek	DE-753
2115	KNBSSU	Heinrich-Suso-Gymnasium	DE-Kon5
2116	ULBIFH	Fachhochschule Biberach	DE-949
2117	S1SG	Stuttgart, Staatsgalerie	DE-Stg120
2118	MABEAK	Duale Hochschule Baden-Württemberg Mannheim	DE-Mh35
2119	ULFH	Fachhochschule Ulm	DE-943
2120	MAZISG	Zentralinstitut für Seelische Gesundheit, Mannheim	DE-Mh32
2121	HDBSES	Universität Heidelberg, Forschungsstätte der Evangelischen Studiengemeinschaft	DE-He79
2122	KNVSBA	Duale Hochschule Baden-Württemberg Villingen-Schwenningen	DE-Vil2
2123	HDBSJD	Hochschule für Jüdische Studien	DE-He116
2124	S1HG	Haus der Geschichte Baden-Württemberg	DE-Stg269
2125	S1MH	Hochschule für Musik und darstellende Kunst Stuttgart	DE-Stg111
2126	HDBSTR	Siebenbürgische Bibl. / Archiv Landeskundl. Dokumentationszentrum	DE-Gun1
2127	FR164	Erzbischöfliches Ordinariat Freiburg	DE-Frei164
2129	FROGFG	Hochschule Offenburg, Campus Gengenbach	DE-988
2129	FROGFH	Hochschule Offenburg, Campus Offenburg	DE-Ofb1
2130	KARALW	Historische Bibliothek des Ludwig-Wilhelm-Gymnasiums Rastatt	DE-Ras1
2137	DDSM 	Museen der Stadt Dresden, Bibliothek des Stadtmuseums	DE-209a
2137	DDTS	Museen der Stadt Dresden, Bibliothek der Technischen Sammlungen	DE-D209
2138	DDSG	Dresden, Institut für Sächsische Geschichte und Volkskunde	DE-D174
2139	DDRBSP	Rothenburg (OL), Hochschule der Sächsischen Polizei 	DE-549
2140	KNFNBB	Bodenseebibliothek Friedrichshafen	DE-Fh1
2141	HDBSUW	Medizinische Fakultät Mannheim der Universität Heidelberg	DE-16-300
2142	KABL	Badisches Landesmuseum Karlsruhe	DE-Ka23a
2143	KNRVBA	Duale Hochschule Baden-Württemberg Ravensburg	DE-Rav1
2144	TUROFH	Fachhochschule für Forstwirtschaft Rottenburg	DE-955
2145	KAHM	Staatliche Hochschule für Musik, Karlsruhe	DE-Ka84
2146	S1EK	Evangelische Kirchenmusik in Württemberg	DE-Stg262
2147	S2NUFG	Fachhochschule Geislingen, Außenstelle von Nürtingen	DE-1090
2148	S2NUFH	Fachhochschule Nürtingen	DE-950
2148	S2NUBR	Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen, Fakultätsbibliothek Nürtingen-Braike	DE-950-1
2149	FRLOBA	Duale Hochschule Baden-Württemberg Lörrach - Zentralbibliothek	DE-Loer2
2149	FRLOZG	Duale Hochschule Baden-Württemberg Lörrach, Zweigbibliothek	DE-Loer2-1
2150	FR119	Arnold-Bergstraesser-Institut für Kulturwiss. Forschung	DE-Frei119
2151	KAPFFH	Hochschulbibliothek Pforzheim - Bereichsbibliothek Gestaltung	DE-981
2152	HDBSMH	Duale Hochschule Baden-Württemberg Mosbach, Campus Bad Mergentheim	DE-Meg1
2152	HDBSMS	Duale Hochschule Baden-Württemberg Mosbach	DE-941
2153	ULHEBA	Duale Hochschule Baden-Württemberg Heidenheim	DE-Hed2
2153	ULHEZB	Duale Hochschule Baden-Württemberg Heidenheim, Zweigbibliothek	DE-Hed2-2
2153	ULHEZW	Duale Hochschule Baden-Württemberg Heidenheim, Zweigbibliothek Wiblingen	DE-Hed2-3
2154	KNSA	Stadtarchiv Konstanz	DE-Kon2
2155	S1HH	Haus der Heimat des Landes Baden-Württemberg	DE-Stg260
2156	DDHA	Hannah-Arendt-Institut für Totalitarismusforschung	DE-D264
2157	S1LBDP	Deutsche Pharmazeutische Zentralbibliothek	DE-24-1
2158	DDLA	Landesamt für Archäologie 	DE-D115
2159	S2SGFH	Fachhochschule Schwäbisch Gmünd	DE-984
2161	DDMH	Dresden, Hochschule für Musik 'Carl Maria von Weber'	DE-D117
2162	S1TH	Stiftung Bundespräsident-Theodor-Heuss-Haus	DE-Stg267
2163	KABRMU	Bibliothek des Melanchthonhauses Bretten	DE-Bret1
2164	TUAUDG	Institut für Donauschwäbische Geschichte u. Landeskunde Tübingen	DE-Tue126
2165	KNSIHB	Hegau-Bibliothek Singen	DE-296
2166	S1AB	Staatliche Akademie der bildenden Künste, Stuttgart	DE-Stg268
2167	KABK	Staatliche Akademie der Bildenden Künste, Karlsruhe	DE-Ka89
2168	HDBSFE	Reichspräsident-Friedrich-Ebert-Gedenkstätte	DE-He205
2169	FR207	Regierungspräsidium Freiburg, Referat 25 - Denkmalpflege	DE-Frei207
2170	S1A005	Linden-Museum Stuttgart	DE-Stg5
2171	S1MW	Ministerium für Wissenschaft, Forschung und Kunst Stuttgart (MWK)	DE-Stg251
2172	TURWAM	Albertus-Magnus-Gymnasium Rottweil	DE-Rtw1
2173	S1NM	Staatliches Museum für Naturkunde Stuttgart	DE-Stg265
2174	MAZEWI	Zentrum für Europäische Wirtschaftsforschung GmbH, Bibliothek	DE-Mh36
2175	S1HA	Landesarchiv Baden-Württemberg, Hauptstaatsarchiv Stuttgart	DE-Stg90
2176	S1SHRB	Ratsbibliothek beim Stadtarchiv Schwäbisch Hall	DE-357
2177	KNAL	Archäologisches Landesmuseum	DE-Kon6
2178	HDBSWA	Staatsarchiv Wertheim	DE-Wh1
2179	SBST	Statistisches Landesamt Saarland	DE-Sa3
2179	SBMF	Ministerium der Finanzen und für Wissenschaft	DE-4102
2180	S1A191	Fraunhofer-Institut für Arbeitswirtschaft und Organisation (IAO)	DE-Stg191
2181	HDBSKF	Deutsches Krebsforschungszentrum	DE-He78
2182	FRLOMB	Museum am Burghof, Lörrach	DE-Loer3
2184	S2ELPG	Peutinger-Gymnasium Ellwangen	DE-Ell1
2185	DDMPCP	MPI für chemische Physik fester Stoffe	DE-D210
2187	HDAW	Heidelberger Akademie der Wissenschaften	DE-He211
2187	HDMELI	Bibliographie MelLit	
2188	S2LGFH	Hochschule für öffentliche Verwaltung und Finanzen Ludwigsburg	DE-1147
2189	S1HM	Homöopathiearchiv Stuttgart	DE-Stg255
2190	SBMPIN	MPI für Informatik - Campusbibliothek für Informatik und Mathematik	DE-Sa18
2190	SBMPSY	Max Planck Institute for Software Systems, Campusbibliothek für Informatik und Mathematik 	DE-Sa18a
2191	KNWESS	Seminar für Ausbildung und Fortbildung der Lehrkräfte Weingarten (Berufliche Schulen und Gymnasium)	DE-747-2
2192	DDMPPH	MPI für Physik komplexer Systeme	DE-D206
2193	S1ESLD	Regierungspräsidium Stuttgart, Landesamt für Denkmalpflege	DE-Ess5
2194	HDBSAF	Netzwerk AlternsfoRschung (NAR)	DE-He209
2195	S2LGST	Staatsarchiv Ludwigsburg	DE-Lg2
2197	S1MA	Stuttgart, Merz Akademie	DE-1344
2198	KNRVBF	Duale Hochschule Baden-Württemberg Ravensburg, Campus Friedrichshafen	DE-Rav1-a
2199	S1EOPD	Evangelisches Pastoralkolleg Bad Urach	
2200	TUBSHM	Mundartbibliothek, Zentrales württembergisches Mundartarchiv	DE-Schu1
2201	S2ESSA	Stadtarchiv Esslingen	DE-Ess4
2202	KNCHEB	Eisenbibliothek Schlatt (CH)	CH-000728-7
2203	KNEB	Dr. Erich-Bloch- und Lebenheim-Bibliothek der Israelit. Kultusgemeinde Konstanz	DE-Kon7
2205	DDZICW	Christian-Weise-Bibliothek Zittau	DE-124
2206	KNFNZU	Zeppelin Universität Friedrichshafen	DE-1141
2207	KNBSPF	Paul-Feyerabend-Bibliothek Konstanz	DE-352-1
2208	KAPFSA	Stadtarchiv Pforzheim	DE-451
2209	L1ABLM	Lindenau-Museum Altenburg	DE-Al4
2210	S2MBIS	Stuttgart, Sportarchiv im Landesarchiv Baden-Württemberg - Bibliothek	DE-Mau2
2211	S1WA	Wirtschaftsarchiv Baden-Württemberg	DE-Stg256
2213	FROGSB	Stadtarchiv Offenburg	DE-Ofb3
2214	S1BOEA	Evangelische Akademie Bad Boll	DE-Bol1
2215	HDBSKM	Kurpfälzisches Museum	DE-He128
2216	HDBSAJ	Zentralarchiv zur Erforschung der Geschichte der Juden in Deutschland	DE-He204
2217	SBSB	Stadtbibliothek Saarbrücken	DE-178
2218	FRSTGS	Goethe-Sammlung, Staufen	DE-Stau1
2219	HDBSMB	Europäisches Laboratorium für Molekulare Biologie	DE-He93
2220	HDBSSR	Dokumentations- und Kulturzentrum Deutscher Sinti und Roma	DE-He202
2221	HDBSXM	MPI für Medizinische Forschung, Heidelberg	DE-He43
2222	S1WL	Württembergisches Landesmuseum	DE-Stg266
2223	HDJF	Deutsches Institut für Jugendhilfe und Familenrecht e.V.	DE-He210
2224	HDBSDA	Universität Heidelberg, Deutsch-Amerikanisches Institut	DE-He115
2225	S1EM	Evangelische Medienzentrale Württemberg	DE-Stg264
2226	S1DW	Diakonisches Werk der Evangelischen Kirche in Deutschland	DE-Stg112
2227	TUAUWS	Wilhelmsstift Tübingen	DE-Tue59
2228	HDBSSH	Stadtarchiv Heidelberg	DE-475
2232	S1HOBA	Duale Hochschule Baden-Württemberg Stuttgart, Campus Horb	DE-Stg258
2233	RCHOJC	OJC-Bibliothek	DE-Rch1
2234	S1A181	Deutsche Institute für Textil- und Faserforschung Stuttgart, Institut für Textilchemie und Chemiefasern	DE-Stg181
2235	MAPZSM	Pädagogische Zentralbibliothek beim Staatlichen Schulamt	DE-Mh27
2236	KNVSSA	Stadtarchiv und Museen Villingen-Schwenningen	DE-Vil3
2237	TUAUMP	Max-Planck-Haus (MPI) Tübingen	DE-B107
2238	ULBIWA	Wieland-Archiv Biberach	DE-Bib1
2240	ULAULM	Institut für Lasertechnologie in der Medizin an der Universität Ulm	DE-U2
2240	ULAURK	Rehabilitationskrankenhaus Ulm	DE-U5
2240	ULAUSW	Zentrum für Sonnenenergie- und Wasserstofforschung Ulm	DE-U4
2241	S1A183	Fraunhofer IPA - Fachinformation und Bibliothek	DE-Stg183
2242	ULSA	Ehemalige HFG-Bibliothek/Stadtarchiv Ulm	DE-954
2243	TURWDL	Staatliches Seminar für Didaktik und Lehrerbildung (Gymnasien) Rottweil	DE-Rtw2
2244	SBIB	Schloss Dagstuhl - Leibniz-Zentrum für Informatik GmbH	DE-982
2245	S1A252	Dt.Inst. f. Textil- u. Faserforschung, In.Textil- u. Verfahrenstechnik	DE-Stg252
2246	S1EOLM	Landeskirchliches Museum	
2247	TUSIST	Staatsarchiv Sigmaringen	DE-Sig1
2248	L1HS	Bibliothek Hör- und Sprachgeschädigtenwesen Leipzig	DE-L245
2249	TUAULD	Landesamt für Denkmalpflege im Regierungspräsidium Stuttgart, Dienstsitz Tübingen, Bibliothek	DE-Tue122
2251	SBBK	Hochschule der Bildenden Künste Saar	DE-1252
2252	S1SE	Staatliche Seminare für Schulpädagogik Stuttgart	DE-Stg272
2253	TUAUAR	Stadtarchiv Tübingen	DE-449
2254	S1ESHK	Hochschule für Kirchenmusik der Evangel. Landeskirche in Württemberg	DE-Ess3
2256	S1A254	Fraunhofer-Institut für Bauphysik	DE-Stg254
2258	S1SA	Stadtarchiv Stuttgart	DE-Stg277
2259	SBSA	Stadtarchiv Saarbrücken	DE-Sa22
2262	TUAUBG	Berufsgenossenschaftliche Unfallklinik Tübingen	DE-Tue117
2263	S1A253	Design Center Stuttgart	DE-Stg253
2264	TURTSB	Stadtbibliothek Reutlingen	DE-293
2265	TUAUAM	Tropenklinik Paul-Lechler-Krankenhaus	DE-Tue16
2266	S1SB	Stadtbücherei Stuttgart	DE-480
2267	TUAUDA	Deutsch-Amerikanisches Institut Tübingen	DE-Tue120
2268	TUAUCF	Institut Culturel Franco-Allemand Tübingen	DE-Tue119
2269	TUAUEU	Institut zur Erforschung des Urchristentums Tübingen	DE-Tue121
2270	TUAUSP	Staatliches Seminar für Didaktik und Lehrerbildung (Gymnasien) Tübingen	DE-Tue128
2271	TUAUGI	Getzeny-Institut im Wilhelmsstift Tübingen	DE-Tue59a
2272	SBNKAP	Archivische Präsenzbibliothek	DE-Neun2
2273	SBMU	Hochschule für Musik Saar, Hochschulbibliothek	DE-Sa17
2274	S1IB	Internationale Bachakademie Stuttgart	DE-Stg261
2275	HDBSRW	Deutsches Rechtswörterbuch	DE-He203
2276	SBHOSA	Stadtarchiv Homburg/Saar	DE-Hom1
2277	S1EOER	Evangelisches Schuldekanat Reutlingen	DE-Rt6
2279	HDBSXK	MPI für Kernphysik, Heidelberg	DE-He74
2280	MARM	Reiss-Engelhorn-Museen	DE-Mh28
2281	HDBSOB	Stadtbücherei Heidelberg	DE-754
2282	S1EOKS	Seminar für Seelsorgefortbildung Stuttgart	DE-Stg274
2283	SBWNSK	Stadt- und Kreisbibliothek Sankt Wendel	DE-883
2284	TUBLKA	Kreisarchiv Zollernalbkreis Balingen	DE-Bal1
2285	KNBEEA	Erzabtei Beuron	DE-Beu1
2286	HDBSXA	MPI für Astronomie, Heidelberg	DE-He81
2287	LDSA	Stadtarchiv Landau	DE-Lan2
2288	ULLHSA	Stadtarchiv Laupheim	DE-Lap1
2290	MALN01	Stadtbibliothek Ludwigshafen	DE-295
2291	S2GPSA	Stadtarchiv Göppingen	DE-Goep3
2292	FROGLS	Stadtarchiv Lahr	DE-Lah1
2293	KNRZSA	Stadtarchiv Radolfzell	DE-Rz2
2295	KABBBU	Stadtgeschichtliches Institut	DE-Bue1
2296	ULHESA	Stadtarchiv Heidenheim	DE-Hed1
2298	KAETSA	Stadtarchiv Ettlingen	DE-Ett1
2299	DDGRBW	Oberlausitzische Bibliothek der Wissenschaften	DE-Gl2
2300	TUROSA	Stadtarchiv Rottenburg	DE-Rot3
2301	FR145	Staatsarchiv Freiburg	DE-Frei145
2302	KNSISB	Stadtbücherei Singen	DE-1076
2305	ULBIKA	Kreiskultur- und Archivamt Biberach	DE-1135
2306	HPBEKI	Bensheim, Bibliothek des Konfessionskundlichen Instituts des Evangelischen Bundes	DE-Be1
2307	DDBZSB	Stadtbibliothek Bautzen	DE-129
2308	C1LM	Sächsische Landesstelle für Museumswesen, Chemnitz	DE-Ch104
2309	S1GL	Kommission für geschichtliche Landeskunde in Baden-Württemberg Stuttgart	DE-Stg282
2310	S1WG	Württembergischer Geschichts- und Altertumsverein Stuttgart	DE-Stg281
2311	TUSIFH	Fürstlich Hohenzollernsche Hofbibliothek Sigmaringen	DE-156
2312	TUAULZ	Leibniz Kolleg Tübingen	DE-21-38
2314	S1EL	Stuttgart, Eberhard-Ludwigs-Gymnasium	DE-Stg278
2315	L1LK	Leibniz Institut für Länderkunde - Geographische Zentralbibliothek Leipzig	DE-185
2317	S2LGSB	Stadtbibliothek Ludwigsburg	DE-279
2318	KNRM	Konstanz, Rosgarten-Museum	DE-Kon9
2319	FR208	Freiburg, RüstungsInformationsBüro e.V.	DE-Frei208
2320	HDWESB	Stadtbibliothek Weinheim	DE-441
2321	S2NSHZ	Hohenlohe-Zentralarchiv Neuenstein	DE-450
2322	KABBSB	Stadtbibliothek Baden-Baden	DE-462
2323	ULBISB	Stadtbücherei Biberach	DE-463
2324	KNDOFF	Fürstlich Fürstenbergische Hofbibliothek Donaueschingen	DE-50
2326	ULHESB	Stadtbibliothek Heidenheim	DE-702
2327	KNWEPS	PH Weingarten - Arbeitsstelle Schulgeschichte 	DE-747-1
2330	SBMESB	Stadtbibliothek Merzig	DE-881
2332	TUAUSB	Stadtbücherei Tübingen	DE-938
2333	C1FI	Fraunhofer-Institut für Werkzeugmaschinen und Umformtechnik (IWU)	DE-B2170
2335	DDAS	Bundesanstalt für Arbeitsschutz und Arbeitsmedizin Dresden	DE-D122
2336	DDFW	Leibniz-Institut für Festkörper- und Werkstoffforschung (IFW) Dresden	DE-142
2337	DDHM	Stiftung Deutsches Hygiene-Museum Dresden	DE-D15
2338	DDVM	Wissenschaftliche Fachbibliothek Verkehrsmuseum Dresden gGmbH	DE-D164
2339	DDKH	Städtisches Klinikum Dresden-Friedrichstadt, Bibliothek	DE-D165
2340	DDLU	Sächsisches Landesamt für Umwelt und Geologie Dresden	DE-D170
2341	DDLL	Sächsische Landesanstalt für Landwirtschaft Dresden	DE-D227
2343	KNDOFG	Fürstenberg-Gymnasium Donaueschingen	DE-Dne1
2344	DDBEBK	Bad Elster, Deutsches Institut für Gesundheitsforschung	DE-Els3
2345	S2ESKA	Kreisarchiv Esslingen	DE-Ess6
2340	S2ESKB	Kreisarchiv Esslingen, Kreisbibliographie	DE-2930
2346	FGUG	Sächsisches Landesamt für Umwelt und Geologie Freiberg	DE-Fb24
2347	KAFMLT	Landesanstalt für Pflanzenbau Forchheim	DE-Fm1
2348	S2FGPG	Privatbibliothek Hans Jörg von Graevenitz Freiberg	DE-Frg1
2350	HDHBSA	Stadtarchiv Heilbronn	DE-Hb1
2351	KAMI	Karlshochschule International University	DE-581
